"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"8007","FlyFast Airways Inc.","36-46","Male","Blue","2","0.059 to 0.3768","Business travel","1+","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8008","FlyFast Airways Inc.","57-71","Female","Gold","1","-0.451 to 0.0588","Mileage tickets","0","Eco Plus","38+","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8009","Cheapseats Airlines Inc.","25-35","Male","Blue","1","0.059 to 0.3768","Business travel","0","Eco","<6","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8010","FlyFast Airways Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8011","Northwest Business Airlines Inc.","47-58","Male","Platinum","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","5 MINS TO 10 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8012","FlyToSun Airlines Inc.","36-46","Female","Blue","2","<-0.75","Mileage tickets","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8013","Northwest Business Airlines Inc.","25-35","Male","Silver","1","0.3768+","Personal Travel","0","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"8014","Paul Smith Airlines Inc.","25-35","Male","Silver","2","0.059 to 0.3768","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"8015","EnjoyFlying Air Services","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8016","Oursin Airlines Inc.","36-46","Female","Gold","1","0.059 to 0.3768","Business travel","1+","Eco","<6","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8017","Cheapseats Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8018","Cheapseats Airlines Inc.","36-46","Male","Silver","1","<-0.75","Business travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8019","FlyHere Airways","71+","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8020","Southeast Airlines Co.","36-46","Male","Blue","1","<-0.75","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8021","EnjoyFlying Air Services","47-58","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8022","Southeast Airlines Co.","47-58","Female","Silver","1","<-0.75","Business travel","1+","Business","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"8023","Paul Smith Airlines Inc.","36-46","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8024","Cheapseats Airlines Inc.","47-58","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8025","Northwest Business Airlines Inc.","57-71","Female","Blue","1","<-0.75","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8026","Southeast Airlines Co.","36-46","Female","Gold","1","0.3768+","Business travel","1+","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8027","Northwest Business Airlines Inc.","25-35","Female","Gold","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8028","Southeast Airlines Co.","36-46","Male","Platinum","1","0.3768+","Mileage tickets","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8029","Oursin Airlines Inc.","71+","Female","Blue","3","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8030","Cheapseats Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8031","Cheapseats Airlines Inc.","36-46","Male","Silver","2","<-0.75","Business travel","1","Eco Plus","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8032","Cheapseats Airlines Inc.","47-58","Male","Platinum","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8033","Sigma Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8034","Southeast Airlines Co.","25-35","Female","Blue","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8035","Cheapseats Airlines Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8036","Southeast Airlines Co.","57-71","Female","Gold","1","0.3768+","Business travel","0","Eco Plus","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8037","Cheapseats Airlines Inc.","36-46","Male","Gold","1","0.059 to 0.3768","Mileage tickets","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8038","EnjoyFlying Air Services","71+","Female","Blue","3","0.059 to 0.3768","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8039","FlyHere Airways","57-71","Male","Gold","1","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","0"
"8040","Northwest Business Airlines Inc.","25-35","Female","Blue","2","0.3768+","Personal Travel","1","Eco","6-12","10 MINS TO 20 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8041","FlyFast Airways Inc.","57-71","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8042","EnjoyFlying Air Services","47-58","Female","Blue","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8043","Cheapseats Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1+","Eco","6-12","5 MINS TO 10 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8044","FlyToSun Airlines Inc.","47-58","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8045","Paul Smith Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8046","Cheapseats Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8047","Sigma Airlines Inc.","<24","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8048","Oursin Airlines Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1","Eco","13-25","0-60 Mins","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8049","FlyFast Airways Inc.","47-58","Female","Silver","1","0.3768+","Business travel","1","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8050","Oursin Airlines Inc.","36-46","Female","Platinum","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8051","Cheapseats Airlines Inc.","25-35","Female","Blue","3","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8052","FlyFast Airways Inc.","57-71","Female","Blue","0","<-0.75","Business travel","0","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8053","Cheapseats Airlines Inc.","57-71","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8054","Southeast Airlines Co.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8055","Sigma Airlines Inc.","36-46","Male","Blue","2","0.3768+","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8056","EnjoyFlying Air Services","47-58","Male","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","38+","10 MINS TO 20 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8057","Cheapseats Airlines Inc.","25-35","Female","Blue","2","<-0.75","Business travel","0","Eco Plus","6-12","10 MINS TO 20 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8058","Sigma Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8059","EnjoyFlying Air Services","47-58","Female","Silver","0","0.059 to 0.3768","Business travel","1","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"8060","Northwest Business Airlines Inc.","57-71","Female","Silver","2","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8061","Paul Smith Airlines Inc.","36-46","Male","Silver","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8062","Sigma Airlines Inc.","25-35","Female","Silver","1","0.3768+","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8063","Sigma Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8064","FlyToSun Airlines Inc.","25-35","Female","Blue","2","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"8065","Southeast Airlines Co.","47-58","Female","Silver","1","0.3768+","Business travel","1+","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8066","Sigma Airlines Inc.","47-58","Male","Blue","2","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"8067","Northwest Business Airlines Inc.","25-35","Female","Blue","2","0.3768+","Personal Travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"8068","Northwest Business Airlines Inc.","36-46","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"8069","Northwest Business Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","1","Eco Plus","6-12","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8070","Southeast Airlines Co.","25-35","Male","Blue","2","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8071","Cheapseats Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8072","Cheapseats Airlines Inc.","25-35","Female","Blue","1","<-0.75","Business travel","1","Eco","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8073","FlyFast Airways Inc.","57-71","Female","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8074","FlyFast Airways Inc.","36-46","Female","Blue","2","0.3768+","Personal Travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8075","Cheapseats Airlines Inc.","71+","Male","Blue","3","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"8076","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"8077","Southeast Airlines Co.","36-46","Female","Silver","1","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","10 MINS TO 20 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8078","Oursin Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8079","FlyFast Airways Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","0"
"8080","Cheapseats Airlines Inc.","57-71","Female","Platinum","1","<-0.75","Business travel","0","Eco","6-12","10 MINS TO 20 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8081","OnlyJets Airlines Inc.","36-46","Female","Blue","2","0.059 to 0.3768","Business travel","1+","Eco Plus","6-12","5 MINS TO 10 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8082","Sigma Airlines Inc.","<24","Male","Blue","1","<-0.75","Business travel","0","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8083","Southeast Airlines Co.","25-35","Female","Blue","1","<-0.75","Business travel","1+","Eco Plus","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8084","Northwest Business Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8085","Oursin Airlines Inc.","25-35","Female","Silver","1","0.059 to 0.3768","Personal Travel","1","Eco","13-25","0","0","60 MINS TO 180 MINS","1000.0+ MILES","Yes","1"
"8086","FlyFast Airways Inc.","<24","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8087","Northwest Business Airlines Inc.","<24","Female","Blue","2","<-0.75","Mileage tickets","1+","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8088","Cool&Young Airlines Inc.","25-35","Female","Blue","1","0.059 to 0.3768","Personal Travel","1+","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8089","Sigma Airlines Inc.","25-35","Female","Blue","1","0.3768+","Personal Travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8090","Southeast Airlines Co.","57-71","Male","Blue","1","0.059 to 0.3768","Business travel","0","Eco","6-12","LESS THAN 5 MINS","10 MINS TO 20 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8091","Sigma Airlines Inc.","71+","Male","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","0"
"8092","Sigma Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1","Eco","6-12","10 MINS TO 20 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8093","Cheapseats Airlines Inc.","25-35","Female","Silver","1","0.059 to 0.3768","Personal Travel","1","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8094","Sigma Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","0","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8095","Sigma Airlines Inc.","<24","Female","Blue","1","0.3768+","Business travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8096","Sigma Airlines Inc.","36-46","Female","Blue","2","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8097","Cheapseats Airlines Inc.","36-46","Male","Blue","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8098","Oursin Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8099","Cheapseats Airlines Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco Plus","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8100","EnjoyFlying Air Services","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","6-12","0-60 Mins","180+ Minutes","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8101","Southeast Airlines Co.","<24","Male","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8102","Paul Smith Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","0"
"8103","Sigma Airlines Inc.","71+","Female","Blue","1","<-0.75","Personal Travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8104","Cheapseats Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","1","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"8105","FlyHere Airways","47-58","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8106","Sigma Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8107","Paul Smith Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"8108","Cheapseats Airlines Inc.","57-71","Female","Blue","1","<-0.75","Mileage tickets","0","Eco","6-12","20 MINS TO 60 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8109","Sigma Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","38+","0-60 Mins","180+ Minutes","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8110","FlyFast Airways Inc.","47-58","Female","Blue","1","<-0.75","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"8111","FlyFast Airways Inc.","36-46","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8112","Northwest Business Airlines Inc.","25-35","Female","Blue","1","<-0.75","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8113","FlyToSun Airlines Inc.","25-35","Female","Blue","2","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"8114","Southeast Airlines Co.","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8115","Sigma Airlines Inc.","71+","Female","Blue","3","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8116","Sigma Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"8117","Sigma Airlines Inc.","25-35","Female","Silver","1","-0.451 to 0.0588","Mileage tickets","0","Eco Plus","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8118","Southeast Airlines Co.","36-46","Female","Blue","1","0.3768+","Business travel","0","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8119","FlyFast Airways Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8120","Northwest Business Airlines Inc.","57-71","Male","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8121","Southeast Airlines Co.","71+","Female","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8122","Sigma Airlines Inc.","47-58","Female","Gold","2","0.059 to 0.3768","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8123","Cheapseats Airlines Inc.","57-71","Male","Gold","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"8124","Northwest Business Airlines Inc.","36-46","Female","Silver","1","0.3768+","Personal Travel","1","Eco","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"8125","Sigma Airlines Inc.","36-46","Male","Silver","1","0.3768+","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"8126","Paul Smith Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8127","Sigma Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"8128","Sigma Airlines Inc.","47-58","Female","Blue","2","0.3768+","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"8129","OnlyJets Airlines Inc.","47-58","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
