"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"9364","Aspen, CO","Houston, TX","Silver","25-35","Female","2",2008,"13-25","0.3768+","Business travel","1+",0,90,"Eco Plus",2,"2/2/14","OO","Northwest Business Airlines Inc.","Texas","Colorado",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.3935,29.7843,-106.8403,39.1993,NA
"9365","Atlanta, GA","Phoenix, AZ","Blue","25-35","Male","1",2012,"13-25","-0.451 to 0.0588","Business travel","1+",0,50,"Business",3,"3/3/14","DL","Sigma Airlines Inc.","Arizona","Georgia",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-111.97,33.4941,-84.3319,33.8241,NA
"9366","Houston, TX","Baltimore, MD","Blue","36-46","Female","2",2005,"6-12","0.059 to 0.3768","Business travel","1+",0,100,"Eco Plus",15,"1/15/14","OU","Oursin Airlines Inc.","Maryland","Texas",9,"20 MINS TO 60 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-76.6478,39.2341,-95.3935,29.7843,NA
"9367","Fairbanks, AK","Barrow, AK","Blue","<24","Male","2",2004,"13-25","-0.451 to 0.0588","Personal Travel","0",0,55,"Business",25,"2/25/14","AS","FlyToSun Airlines Inc.","Alaska","Alaska",11,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-156.7644,71.2937,-147.7057,64.802,NA
"9368","Chicago, IL","Buffalo, NY","Blue","47-58","Female","1",2011,"6-12","0.3768+","Business travel","1",10,75,"Eco",10,"2/10/14","WN","Cheapseats Airlines Inc.","New York","Illinois",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-78.8237,42.9249,-87.8954,41.8271,NA
"9369","Milwaukee, WI","Cleveland, OH","Blue","71+","Female","2",2004,"26-38","-0.451 to 0.0588","Personal Travel","0",0,120,"Eco",11,"2/11/14","EV","FlyFast Airways Inc.","Ohio","Wisconsin",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-81.6054,41.4436,-88.1005,43.0557,NA
"9370","Cincinnati, OH","Detroit, MI","Silver","47-58","Female","1",2007,"<6","0.059 to 0.3768","Business travel","0",75,150,"Eco",3,"2/3/14","OO","Northwest Business Airlines Inc.","Michigan","Kentucky",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-83.2276,42.49,-84.462,39.1855,NA
"9371","Atlanta, GA","New York, NY","Blue","<24","Male","2",2009,"<6","0.059 to 0.3768","Business travel","0",0,0,"Eco",4,"2/4/14","DL","Sigma Airlines Inc.","New York","Georgia",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-73.9702,40.7184,-84.3319,33.8241,NA
"9372","New York, NY","Las Vegas, NV","Gold","71+","Male","1",2005,"13-25","-0.451 to 0.0588","Business travel","1",78,135,"Eco",30,"1/30/14","DL","Sigma Airlines Inc.","Nevada","New York",16,"0-60 Mins","180+ Minutes","No","180+ Minutes","1000.0+ MILES","0",-115.1672,36.1349,-73.9702,40.7184,NA
"9373","Missoula, MT","Salt Lake City, UT","Blue","47-58","Male","1",2007,"<6","0.059 to 0.3768","Business travel","1+",0,20,"Eco",11,"1/11/14","OO","Northwest Business Airlines Inc.","Utah","Montana",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-111.9295,40.6408,-114.0342,46.874,NA
"9374","Seattle, WA","Charlotte, NC","Gold","36-46","Female","1",2003,"<6","0.3768+","Business travel","1",0,90,"Eco Plus",23,"1/23/14","US","Southeast Airlines Co.","North Carolina","Washington",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-80.8158,35.2497,-122.2747,47.4684,NA
"9375","Cleveland, OH","Chicago, IL","Blue","47-58","Female","1",2003,"6-12","<-0.75","Mileage tickets","0",0,45,"Eco",21,"2/21/14","EV","FlyFast Airways Inc.","Illinois","Ohio",19,"0-60 Mins","60 MINS TO 180 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-87.8954,41.8271,-81.6054,41.4436,NA
"9376","Baltimore, MD","Phoenix, AZ","Platinum","36-46","Male","1",2009,"13-25","<-0.75","Business travel","1+",150,60,"Eco",20,"1/20/14","WN","Cheapseats Airlines Inc.","Arizona","Maryland",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-111.97,33.4941,-76.6478,39.2341,NA
"9377","Los Angeles, CA","Pittsburgh, PA","Blue","<24","Male","1",2004,"26-38","-0.451 to 0.0588","Personal Travel","1",0,150,"Business",7,"3/7/14","AA","Paul Smith Airlines Inc.","Pennsylvania","California",17,"0-60 Mins","20 MINS TO 60 MINS","No","180+ Minutes","1000.0+ MILES","0",-79.951,40.457,-118.1043,33.9827,NA
"9378","Atlanta, GA","Milwaukee, WI","Silver","47-58","Male","1",2005,"6-12","<-0.75","Business travel","1+",0,60,"Eco Plus",11,"1/11/14","DL","Sigma Airlines Inc.","Wisconsin","Georgia",7,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-88.1005,43.0557,-84.3319,33.8241,NA
"9379","Evansville, IN","Atlanta, GA","Blue","47-58","Male","1",2012,"26-38","-0.451 to 0.0588","Business travel","1",0,120,"Eco",20,"2/20/14","EV","FlyFast Airways Inc.","Georgia","Indiana",20,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-84.3319,33.8241,-87.5374,37.9785,NA
"9380","Houston, TX","Dallas, TX","Blue","71+","Female","2",2012,"38+","-0.451 to 0.0588","Personal Travel","0",0,15,"Business",24,"3/24/14","EV","FlyFast Airways Inc.","Texas","Texas",12,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-96.972,32.8127,-95.3935,29.7843,NA
"9381","Portland, OR","Phoenix, AZ","Platinum","25-35","Female","1",2008,"13-25","<-0.75","Business travel","0",50,75,"Eco",12,"3/12/14","US","Southeast Airlines Co.","Arizona","Oregon",20,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-111.97,33.4941,-122.6511,45.5204,NA
"9382","Salt Lake City, UT","Chicago, IL","Blue","<24","Female","1",2011,"13-25","-0.451 to 0.0588","Mileage tickets","1+",30,77,"Eco",12,"1/12/14","OO","Northwest Business Airlines Inc.","Illinois","Utah",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-87.8954,41.8271,-111.9295,40.6408,NA
"9383","San Francisco, CA","San Diego, CA","Blue","25-35","Female","1",2007,"<6","0.3768+","Personal Travel","1+",60,60,"Eco",27,"2/27/14","OU","Oursin Airlines Inc.","California","California",8,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-117.1288,32.9287,-122.1585,37.6712,NA
"9384","Worcester, MA","Orlando, FL","Blue","47-58","Female","1",2012,"26-38","-0.451 to 0.0588","Personal Travel","0",0,75,"Eco",18,"1/18/14","B6","OnlyJets Airlines Inc.","Florida","Massachusetts",12,"0-60 Mins","180+ Minutes","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-81.4112,28.5844,-71.7098,42.4196,NA
"9385","Chicago, IL","Syracuse, NY","Blue","47-58","Male","2",2009,"38+","-0.451 to 0.0588","Personal Travel","0",0,15,"Eco",1,"1/1/14","MQ","EnjoyFlying Air Services","New York","Illinois",19,"0-60 Mins","180+ Minutes","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-76.164,43.0904,-87.8954,41.8271,NA
"9386","Chicago, IL","Sioux City, IA","Blue","57-71","Male","0",2012,"<6","0.059 to 0.3768","Personal Travel","0",0,55,"Eco",28,"2/28/14","MQ","EnjoyFlying Air Services","Iowa","Illinois",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-96.4013,42.482,-87.8954,41.8271,NA
"9387","Los Angeles, CA","Las Vegas, NV","Silver","25-35","Male","1",2008,"13-25","<-0.75","Business travel","0",55,195,"Eco",12,"2/12/14","WN","Cheapseats Airlines Inc.","Nevada","California",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-115.1672,36.1349,-118.1043,33.9827,NA
"9388","Los Angeles, CA","New York, NY","Blue","25-35","Female","2",2005,"<6","0.3768+","Business travel","1+",60,90,"Business",24,"3/24/14","OU","Oursin Airlines Inc.","New York","California",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-73.9702,40.7184,-118.1043,33.9827,NA
"9389","Phoenix, AZ","San Diego, CA","Silver","36-46","Female","1",2006,"13-25","0.059 to 0.3768","Personal Travel","1",0,80,"Eco",9,"1/9/14","WN","Cheapseats Airlines Inc.","California","Arizona",16,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-117.1288,32.9287,-111.97,33.4941,NA
"9390","Houston, TX","Branson, MO","Blue","57-71","Male","1",2007,"38+","-0.451 to 0.0588","Personal Travel","0",0,60,"Eco",15,"3/15/14","WN","Cheapseats Airlines Inc.","Missouri","Texas",15,"10 MINS TO 20 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-93.2464,36.6373,-95.3935,29.7843,NA
"9391","San Antonio, TX","Dallas, TX","Blue","71+","Female","1",2003,"38+","-0.451 to 0.0588","Personal Travel","0",0,15,"Business",24,"2/24/14","WN","Cheapseats Airlines Inc.","Texas","Texas",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-96.972,32.8127,-98.4754,29.5144,NA
"9392","Jacksonville, FL","Atlanta, GA","Blue","47-58","Female","1",2003,"13-25","<-0.75","Business travel","0",45,0,"Eco",8,"3/8/14","DL","Sigma Airlines Inc.","Georgia","Florida",21,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-84.3319,33.8241,-81.6427,30.2401,NA
"9393","San Juan, PR","Hartford, CT","Blue","47-58","Female","1",2010,"6-12","0.059 to 0.3768","Business travel","1+",20,90,"Eco Plus",30,"1/30/14","B6","OnlyJets Airlines Inc.","Connecticut","Puerto Rico",13,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","180+ Minutes","1000.0+ MILES","0",-72.6988,41.7401,-66.1162,18.2882,NA
"9394","Chicago, IL","Boston, MA","Blue","47-58","Female","2",2005,"<6","<-0.75","Business travel","0",45,120,"Eco Plus",21,"3/21/14","B6","OnlyJets Airlines Inc.","Massachusetts","Illinois",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-71.1407,42.3731,-87.8954,41.8271,NA
"9395","Chicago, IL","Houston, TX","Blue","36-46","Male","1",2003,"<6","0.3768+","Mileage tickets","0",0,0,"Eco",31,"1/31/14","OU","Oursin Airlines Inc.","Texas","Illinois",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.3935,29.7843,-87.8954,41.8271,NA
"9396","Atlanta, GA","Miami, FL","Blue","25-35","Male","2",2005,"6-12","0.3768+","Business travel","1+",35,185,"Eco",21,"3/21/14","MQ","EnjoyFlying Air Services","Florida","Georgia",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-80.2314,26.1756,-84.3319,33.8241,NA
"9397","Denver, CO","Gillette, WY","Platinum","36-46","Male","1",2004,"<6","0.3768+","Personal Travel","1+",0,60,"Eco",5,"2/5/14","OO","Northwest Business Airlines Inc.","Wyoming","Colorado",6,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-105.484,44.2733,-104.9551,39.7108,NA
"9398","Helena, MT","Salt Lake City, UT","Blue","57-71","Male","2",2007,"13-25","-0.451 to 0.0588","Personal Travel","0",10,170,"Eco",19,"1/19/14","OO","Northwest Business Airlines Inc.","Utah","Montana",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-111.9295,40.6408,-111.9935,46.6141,NA
"9399","Seattle, WA","Spokane, WA","Blue","36-46","Female","1",2012,"13-25","0.3768+","Business travel","1+",90,50,"Eco",22,"2/22/14","AS","FlyToSun Airlines Inc.","Washington","Washington",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-117.3523,47.6804,-122.2747,47.4684,NA
"9400","Houston, TX","San Diego, CA","Silver","36-46","Female","1",2005,"6-12","<-0.75","Business travel","1",0,120,"Eco",24,"3/24/14","WN","Cheapseats Airlines Inc.","California","Texas",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-117.1288,32.9287,-95.3935,29.7843,NA
"9401","Atlanta, GA","Austin, TX","Blue","36-46","Male","1",2009,"13-25","<-0.75","Business travel","1",0,10,"Eco",17,"2/17/14","DL","Sigma Airlines Inc.","Texas","Georgia",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-97.7615,30.3585,-84.3319,33.8241,NA
"9402","Chicago, IL","Omaha, NE","Blue","47-58","Male","0",2006,"<6","-0.451 to 0.0588","Business travel","0",0,0,"Eco",3,"2/3/14","MQ","EnjoyFlying Air Services","Nebraska","Illinois",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-96.0346,41.2349,-87.8954,41.8271,NA
"9403","Birmingham, AL","Atlanta, GA","Gold","47-58","Male","2",2010,"26-38","-0.451 to 0.0588","Business travel","0",30,15,"Eco",16,"3/16/14","DL","Sigma Airlines Inc.","Georgia","Alabama",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-84.3319,33.8241,-86.792,33.4691,NA
"9404","Cedar City, UT","Salt Lake City, UT","Blue","71+","Male","1",2003,"26-38","-0.451 to 0.0588","Personal Travel","0",0,130,"Eco",21,"1/21/14","OO","Northwest Business Airlines Inc.","Utah","Utah",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.9295,40.6408,-113.0688,37.7125,NA
"9405","Jacksonville, FL","Houston, TX","Blue","57-71","Female","2",2006,"<6","0.3768+","Personal Travel","1",137,90,"Eco",12,"1/12/14","EV","FlyFast Airways Inc.","Texas","Florida",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.3935,29.7843,-81.6427,30.2401,NA
"9406","San Diego, CA","Houston, TX","Silver","25-35","Male","1",2012,"13-25","-0.451 to 0.0588","Business travel","0",0,15,"Eco",16,"3/16/14","OU","Oursin Airlines Inc.","Texas","California",12,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-95.3935,29.7843,-117.1288,32.9287,NA
"9407","Austin, TX","Houston, TX","Blue","47-58","Female","1",2003,"26-38","-0.451 to 0.0588","Mileage tickets","1",0,30,"Eco",23,"1/23/14","OU","Oursin Airlines Inc.","Texas","Texas",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-95.3935,29.7843,-97.7615,30.3585,NA
"9408","Atlanta, GA","Springfield, MO","Blue","47-58","Male","2",2004,"38+","-0.451 to 0.0588","Personal Travel","0",0,60,"Eco",4,"3/4/14","EV","FlyFast Airways Inc.","Missouri","Georgia",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-93.2871,37.1489,-84.3319,33.8241,NA
"9409","Eagle, CO","Miami, FL","Silver","47-58","Female","2",2011,"13-25","0.059 to 0.3768","Personal Travel","1",90,170,"Eco",17,"3/17/14","AA","Paul Smith Airlines Inc.","Florida","Colorado",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-80.2314,26.1756,-106.8263,39.6446,NA
"9410","Minneapolis, MN","Kansas City, MO","Blue","36-46","Male","1",2006,"26-38","-0.451 to 0.0588","Business travel","0",2,50,"Eco",6,"2/6/14","OO","Northwest Business Airlines Inc.","Missouri","Minnesota",12,"10 MINS TO 20 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-94.5949,39.0398,-93.2798,44.9782,NA
"9411","Kalispell, MT","Denver, CO","Blue","71+","Female","2",2010,"<6","0.3768+","Personal Travel","0",105,90,"Eco",3,"1/3/14","OO","Northwest Business Airlines Inc.","Colorado","Montana",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-104.9551,39.7108,-114.3009,48.2181,NA
"9412","Chicago, IL","Kansas City, MO","Silver","36-46","Male","1",2011,"6-12","<-0.75","Business travel","0",6,130,"Eco",9,"1/9/14","MQ","EnjoyFlying Air Services","Missouri","Illinois",9,"LESS THAN 5 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-94.5949,39.0398,-87.8954,41.8271,NA
"9413","Milwaukee, WI","Washington, DC","Silver","<24","Male","1",2007,"26-38","-0.451 to 0.0588","Business travel","0",10,90,"Eco",27,"1/27/14","FL","FlyHere Airways","Virginia","Wisconsin",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-77.1897,38.8974,-88.1005,43.0557,NA
"9414","Miami, FL","Chicago, IL","Blue","47-58","Male","1",2004,"38+","-0.451 to 0.0588","Personal Travel","1",15,30,"Eco",16,"3/16/14","AA","Paul Smith Airlines Inc.","Illinois","Florida",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-87.8954,41.8271,-80.2314,26.1756,NA
"9415","New Orleans, LA","Salt Lake City, UT","Silver","47-58","Male","1",2003,"26-38","-0.451 to 0.0588","Business travel","0",0,90,"Eco",4,"2/4/14","OO","Northwest Business Airlines Inc.","Utah","Louisiana",17,"20 MINS TO 60 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-111.9295,40.6408,-90.1437,29.9547,NA
"9416","Anchorage, AK","Phoenix, AZ","Silver","57-71","Female","1",2010,"13-25","<-0.75","Business travel","0",0,30,"Eco",17,"3/17/14","AS","FlyToSun Airlines Inc.","Arizona","Alaska",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-111.97,33.4941,-149.8472,61.1679,NA
"9417","Chicago, IL","New York, NY","Platinum","25-35","Male","1",2003,"26-38","<-0.75","Business travel","1",120,65,"Eco",16,"1/16/14","WN","Cheapseats Airlines Inc.","New York","Illinois",13,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-73.9702,40.7184,-87.8954,41.8271,NA
"9418","Seattle, WA","Portland, OR","Blue","<24","Female","0",2010,"13-25","-0.451 to 0.0588","Business travel","1",0,15,"Eco",13,"3/13/14","OO","Northwest Business Airlines Inc.","Oregon","Washington",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-122.6511,45.5204,-122.2747,47.4684,NA
"9419","Houston, TX","Kansas City, MO","Blue","<24","Female","1",2005,"13-25","-0.451 to 0.0588","Business travel","1",0,120,"Business",22,"2/22/14","EV","FlyFast Airways Inc.","Missouri","Texas",14,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-94.5949,39.0398,-95.3935,29.7843,NA
"9420","Anchorage, AK","Seattle, WA","Gold","71+","Female","1",2003,"26-38","-0.451 to 0.0588","Personal Travel","0",0,120,"Eco",6,"3/6/14","OU","Oursin Airlines Inc.","Washington","Alaska",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-122.2747,47.4684,-149.8472,61.1679,NA
"9421","Chicago, IL","Denver, CO","Blue","25-35","Male","2",2009,"26-38","-0.451 to 0.0588","Business travel","0",0,90,"Eco",9,"1/9/14","OU","Oursin Airlines Inc.","Colorado","Illinois",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-104.9551,39.7108,-87.8954,41.8271,NA
"9422","Denver, CO","Seattle, WA","Gold","25-35","Male","1",2010,"38+","-0.451 to 0.0588","Business travel","1",0,180,"Eco",27,"3/27/14","OO","Northwest Business Airlines Inc.","Washington","Colorado",17,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-122.2747,47.4684,-104.9551,39.7108,NA
"9423","Atlanta, GA","Panama City, FL","Blue","47-58","Female","2",2003,"13-25","-0.451 to 0.0588","Personal Travel","0",0,45,"Eco",19,"1/19/14","DL","Sigma Airlines Inc.","Florida","Georgia",7,"0-60 Mins","180+ Minutes","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-85.6773,30.1941,-84.3319,33.8241,NA
"9424","Atlanta, GA","Pittsburgh, PA","Blue","71+","Female","1",2008,"13-25","-0.451 to 0.0588","Mileage tickets","0",45,165,"Eco",3,"3/3/14","FL","FlyHere Airways","Pennsylvania","Georgia",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-79.951,40.457,-84.3319,33.8241,NA
"9425","San Francisco, CA","Washington, DC","Blue","71+","Female","1",2011,"38+","-0.451 to 0.0588","Personal Travel","0",60,45,"Eco",8,"1/8/14","OU","Oursin Airlines Inc.","Virginia","California",22,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-77.1897,38.8974,-122.1585,37.6712,NA
"9426","Milwaukee, WI","Minneapolis, MN","Silver","47-58","Male","1",2006,"6-12","<-0.75","Business travel","0",0,60,"Eco",6,"2/6/14","WN","Cheapseats Airlines Inc.","Minnesota","Wisconsin",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-93.2798,44.9782,-88.1005,43.0557,NA
"9427","St. Louis, MO","New York, NY","Blue","57-71","Male","1",2008,"38+","-0.451 to 0.0588","Personal Travel","0",90,20,"Business",14,"3/14/14","WN","Cheapseats Airlines Inc.","New York","Missouri",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-73.9702,40.7184,-90.3409,38.6307,NA
"9428","Billings, MT","Salt Lake City, UT","Gold","71+","Male","2",2008,"26-38","-0.451 to 0.0588","Business travel","0",0,85,"Eco",14,"3/14/14","OO","Northwest Business Airlines Inc.","Utah","Montana",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.9295,40.6408,-108.5318,45.7913,NA
"9429","Salt Lake City, UT","Elko, NV","Blue","25-35","Male","1",2005,"13-25","<-0.75","Business travel","1",0,65,"Eco",6,"2/6/14","OO","Northwest Business Airlines Inc.","Nevada","Utah",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-115.7728,40.8368,-111.9295,40.6408,NA
"9430","San Luis Obispo, CA","Los Angeles, CA","Silver","36-46","Female","2",2005,"6-12","<-0.75","Business travel","1+",0,100,"Eco",6,"1/6/14","OO","Northwest Business Airlines Inc.","California","California",19,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-118.1043,33.9827,-120.6655,35.2792,NA
"9431","New Orleans, LA","Atlanta, GA","Gold","25-35","Female","1",2004,"13-25","-0.451 to 0.0588","Business travel","0",22,25,"Eco",24,"1/24/14","DL","Sigma Airlines Inc.","Georgia","Louisiana",15,"LESS THAN 5 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-84.3319,33.8241,-90.1437,29.9547,NA
"9432","Atlanta, GA","New York, NY","Blue","<24","Female","1",2003,"13-25","<-0.75","Mileage tickets","0",20,80,"Eco",18,"2/18/14","DL","Sigma Airlines Inc.","New York","Georgia",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-73.9702,40.7184,-84.3319,33.8241,NA
"9433","Lake Charles, LA","Houston, TX","Blue","<24","Female","2",2003,"13-25","<-0.75","Personal Travel","1+",90,150,"Eco",2,"3/2/14","EV","FlyFast Airways Inc.","Texas","Louisiana",15,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-95.3935,29.7843,-93.2558,30.2447,NA
"9434","Las Vegas, NV","Fresno, CA","Gold","36-46","Male","1",2003,"<6","0.3768+","Business travel","1+",0,90,"Eco",15,"3/15/14","OO","Northwest Business Airlines Inc.","California","Nevada",11,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-119.7611,36.7878,-115.1672,36.1349,NA
"9435","Washington, DC","Boston, MA","Gold","36-46","Female","1",2005,"13-25","0.3768+","Personal Travel","1+",60,60,"Eco",26,"3/26/14","US","Southeast Airlines Co.","Massachusetts","Virginia",7,"20 MINS TO 60 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-71.1407,42.3731,-77.1897,38.8974,NA
"9436","New York, NY","Chicago, IL","Blue","36-46","Female","1",2003,"6-12","-0.451 to 0.0588","Business travel","1",0,80,"Eco",22,"1/22/14","OU","Oursin Airlines Inc.","Illinois","New York",13,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-87.8954,41.8271,-73.9702,40.7184,NA
