"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"7334","Southeast Airlines Co.","47-58","Female","Silver","0","0.059 to 0.3768","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7335","FlyFast Airways Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7336","Southeast Airlines Co.","57-71","Male","Blue","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7337","Sigma Airlines Inc.","71+","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7338","FlyFast Airways Inc.","<24","Female","Blue","3","<-0.75","Mileage tickets","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7339","Sigma Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7340","Oursin Airlines Inc.","25-35","Male","Gold","1","0.3768+","Business travel","1+","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"7341","Southeast Airlines Co.","57-71","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","1"
"7342","FlyFast Airways Inc.","25-35","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7343","Cheapseats Airlines Inc.","36-46","Female","Gold","1","<-0.75","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7344","Cheapseats Airlines Inc.","47-58","Female","Platinum","1","0.3768+","Business travel","1","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7345","GoingNorth Airlines Inc.","25-35","Female","Silver","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7346","Southeast Airlines Co.","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"7347","Oursin Airlines Inc.","57-71","Female","Blue","1","<-0.75","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7348","FlyToSun Airlines Inc.","<24","Female","Blue","3","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7349","Southeast Airlines Co.","47-58","Female","Blue","1","0.059 to 0.3768","Business travel","0","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7350","Cheapseats Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7351","FlyFast Airways Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7352","Sigma Airlines Inc.","47-58","Male","Platinum","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7353","Northwest Business Airlines Inc.","<24","Female","Blue","2","<-0.75","Personal Travel","1+","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7354","EnjoyFlying Air Services","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7355","Cheapseats Airlines Inc.","36-46","Female","Gold","2","<-0.75","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7356","FlyFast Airways Inc.","47-58","Female","Silver","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7357","Northwest Business Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7358","Northwest Business Airlines Inc.","36-46","Male","Blue","2","<-0.75","Business travel","1+","Eco","26-38","0-60 Mins","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7359","Northwest Business Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7360","Sigma Airlines Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco Plus","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7361","Sigma Airlines Inc.","<24","Female","Blue","2","<-0.75","Personal Travel","1","Eco Plus","13-25","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7362","Sigma Airlines Inc.","47-58","Female","Gold","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7363","Sigma Airlines Inc.","25-35","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"7364","Sigma Airlines Inc.","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"7365","Sigma Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7366","Northwest Business Airlines Inc.","47-58","Male","Silver","2","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7367","FlyHere Airways","47-58","Female","Blue","1","0.3768+","Mileage tickets","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7368","FlyFast Airways Inc.","25-35","Male","Silver","1","<-0.75","Business travel","0","Eco Plus","13-25","5 MINS TO 10 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7369","Sigma Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7370","Sigma Airlines Inc.","25-35","Female","Blue","1","0.3768+","Personal Travel","1","Eco","6-12","0","0","60 MINS TO 180 MINS","1000.0+ MILES","Yes","1"
"7371","Southeast Airlines Co.","36-46","Male","Blue","2","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7372","Oursin Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7373","Southeast Airlines Co.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7374","FlyHere Airways","47-58","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7375","Paul Smith Airlines Inc.","36-46","Female","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7376","EnjoyFlying Air Services","47-58","Male","Gold","1","0.3768+","Business travel","1+","Eco","<6","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","0"
"7377","Northwest Business Airlines Inc.","<24","Female","Blue","1","0.059 to 0.3768","Business travel","0","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7378","Cheapseats Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7379","Cheapseats Airlines Inc.","25-35","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7380","Cheapseats Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7381","Northwest Business Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7382","OnlyJets Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7383","EnjoyFlying Air Services","<24","Male","Blue","1","0.3768+","Business travel","1","Eco Plus","<6","0-60 Mins","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7384","FlyHere Airways","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7385","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7386","Oursin Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7387","FlyToSun Airlines Inc.","36-46","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7388","FlyFast Airways Inc.","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7389","Northwest Business Airlines Inc.","57-71","Female","Blue","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7390","Cheapseats Airlines Inc.","36-46","Male","Blue","1","0.059 to 0.3768","Business travel","0","Eco","<6","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7391","FlyToSun Airlines Inc.","25-35","Male","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7392","Oursin Airlines Inc.","57-71","Female","Blue","0","-0.451 to 0.0588","Business travel","0","Eco","13-25","0-60 Mins","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7393","Cheapseats Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7394","Cheapseats Airlines Inc.","47-58","Female","Silver","0","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7395","FlyFast Airways Inc.","25-35","Male","Blue","0","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7396","FlyToSun Airlines Inc.","36-46","Female","Blue","2","<-0.75","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7397","Sigma Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7398","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Business","26-38","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7399","OnlyJets Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Business","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"7400","Oursin Airlines Inc.","47-58","Female","Blue","0","<-0.75","Business travel","1","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7401","Paul Smith Airlines Inc.","36-46","Female","Blue","4","0.3768+","Personal Travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7402","Southeast Airlines Co.","25-35","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7403","Cheapseats Airlines Inc.","36-46","Male","Blue","2","<-0.75","Personal Travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7404","Cheapseats Airlines Inc.","<24","Female","Blue","3","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"7405","Southeast Airlines Co.","<24","Female","Silver","1","0.3768+","Personal Travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7406","Oursin Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7407","Northwest Business Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7408","FlyFast Airways Inc.","25-35","Female","Blue","0","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7409","FlyFast Airways Inc.","<24","Female","Blue","2","<-0.75","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7410","FlyFast Airways Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"7411","Southeast Airlines Co.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7412","Oursin Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7413","Sigma Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7414","FlyFast Airways Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7415","Paul Smith Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7416","Sigma Airlines Inc.","25-35","Female","Silver","2","-0.451 to 0.0588","Mileage tickets","1+","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7417","Southeast Airlines Co.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7418","Cheapseats Airlines Inc.","71+","Female","Blue","3","<-0.75","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7419","Northwest Business Airlines Inc.","36-46","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7420","EnjoyFlying Air Services","36-46","Female","Silver","1","<-0.75","Business travel","1","Business","13-25","0-60 Mins","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7421","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7422","FlyFast Airways Inc.","25-35","Female","Silver","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7423","Paul Smith Airlines Inc.","25-35","Female","Gold","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7424","Cheapseats Airlines Inc.","<24","Female","Blue","1","0.059 to 0.3768","Personal Travel","1","Eco Plus","<6","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7425","Cheapseats Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7426","OnlyJets Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7427","Cheapseats Airlines Inc.","36-46","Female","Silver","2","0.3768+","Business travel","1+","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"7428","Sigma Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7429","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7430","Cheapseats Airlines Inc.","47-58","Male","Platinum","1","-0.451 to 0.0588","Business travel","0","Eco","6-12","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7431","GoingNorth Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Business travel","1","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7432","Cheapseats Airlines Inc.","71+","Male","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7433","Paul Smith Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","38+","10 MINS TO 20 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7434","Sigma Airlines Inc.","57-71","Male","Gold","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7435","Cheapseats Airlines Inc.","36-46","Male","Silver","1","0.3768+","Mileage tickets","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7436","FlyHere Airways","<24","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7437","Southeast Airlines Co.","36-46","Female","Blue","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7438","Northwest Business Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7439","Sigma Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7440","Southeast Airlines Co.","57-71","Female","Blue","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7441","Cheapseats Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7442","FlyFast Airways Inc.","57-71","Female","Blue","2","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7443","OnlyJets Airlines Inc.","36-46","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"7444","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7445","Southeast Airlines Co.","47-58","Female","Blue","1","0.3768+","Mileage tickets","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7446","Northwest Business Airlines Inc.","25-35","Female","Blue","2","0.3768+","Mileage tickets","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7447","Oursin Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7448","Sigma Airlines Inc.","57-71","Female","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7449","Oursin Airlines Inc.","<24","Male","Blue","2","<-0.75","Personal Travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7450","Southeast Airlines Co.","71+","Female","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7451","Cheapseats Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7452","Oursin Airlines Inc.","25-35","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7453","Northwest Business Airlines Inc.","36-46","Female","Silver","1","<-0.75","Business travel","1+","Eco","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7454","Oursin Airlines Inc.","36-46","Male","Blue","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
